"Gene.name"	"Wormbase.ID"	"Transcript.name"	"Chromosome"	"Strand"	"Relative.loc.chromosome"	"GermlineExpression"	"Total.value.of.PATC.algorithm"	"PATC.density"	"Bin.size"	"Bases.with.PATC.55"	"Frequency.of.PATCs.55"	"stoekius_oocyte_rpkm"	"spermatogenic_gonad_fem.3_RPKM_Ortiz_2014"	"Gene.expression__Ortiz_2014"
"grd-11"	"WBGene00001700"	"K02E2.2"	"V"	"+"	0.973097153628004	FALSE	79297	9	8802	334	0.0379459213815042	0.1	NA	NA
"grd-13"	"WBGene00001702"	"W05E7.3"	"IV"	"+"	0.196578290550342	FALSE	8176	8	1056	0	0	0.1	NA	NA
"grd-16"	"WBGene00001705"	"Y69A2AL.1"	"IV"	"+"	0.141676187643083	FALSE	39051	11	3519	164	0.0466041489059392	0.1	NA	NA
"grl-4"	"WBGene00001713"	"F42C5.7"	"IV"	"-"	0.417878641662726	FALSE	1638	2	734	0	0	0.1	3.64229	"Gender Neutral"
"grl-6"	"WBGene00001715"	"K10C2.5"	"X"	"-"	0.364044732467661	FALSE	3144	3	904	0	0	0.1	NA	NA
"grl-11"	"WBGene00001720"	"ZK512.9"	"III"	"-"	0.661490723785116	FALSE	11258	12	926	31	0.0334773218142549	0.1	NA	NA
"grl-15"	"WBGene00001724"	"Y75B8A.20"	"III"	"-"	0.887576039439339	FALSE	43682	15	2921	292	0.0999657651489216	0.1	NA	NA
"grl-18"	"WBGene00001727"	"T05C3.4"	"V"	"-"	0.262245951812688	FALSE	67276	21	3170	420	0.132492113564669	0.1	NA	NA
"grl-19"	"WBGene00001728"	"R02D3.6"	"IV"	"-"	0.0144200563524429	FALSE	2859	5	565	0	0	0.1	NA	NA
"grl-20"	"WBGene00001729"	"C23H5.9"	"IV"	"-"	0.1216128270146	FALSE	33977	14	2475	63	0.0254545454545455	0.1	NA	NA
"grl-21"	"WBGene00001730"	"ZC168.5"	"IV"	"+"	0.613806960157207	FALSE	670	1	562	0	0	0.1	1.62608	"Gender Neutral"
"grl-22"	"WBGene00001731"	"W03A5.3"	"III"	"-"	0.392751462386899	FALSE	2072	3	771	0	0	0.1	NA	NA
"grl-23"	"WBGene00001732"	"E02A10.2a"	"V"	"-"	0.601029168168119	FALSE	4442	3	1588	0	0	0.1	NA	NA
"grl-25"	"WBGene00001734"	"ZK643.8a"	"III"	"+"	0.650328055374566	FALSE	4941	2	3275	0	0	0.1	NA	NA
"grl-28"	"WBGene00001737"	"T24A6.15"	"V"	"-"	0.169736902473598	FALSE	4766	9	520	0	0	0.1	NA	NA
"grl-29"	"WBGene00001738"	"T24A6.18"	"V"	"-"	0.169895474995914	FALSE	2785	4	626	0	0	0.1	NA	NA
"gsa-1"	"WBGene00001745"	"R06A10.2a.1"	"I"	"+"	0.0711099813075977	FALSE	99581	19	5357	716	0.133656897517267	0.1	2.12794	"Spermatogenic"
"gst-6"	"WBGene00001754"	"F11G11.3"	"II"	"+"	0.319416390189131	FALSE	12777	12	1070	31	0.0289719626168224	0.1	1.95461	"Gender Neutral"
"gst-9"	"WBGene00001757"	"R05F9.5"	"II"	"+"	0.320206963339776	FALSE	30556	16	1898	195	0.102739726027397	0.1	NA	NA
"gst-11"	"WBGene00001759"	"R11G1.3"	"X"	"-"	0.20504333723763	FALSE	16549	14	1193	0	0	0.1	NA	NA
"gst-14"	"WBGene00001762"	"F37B1.3"	"II"	"-"	0.891098916640886	FALSE	13734	11	1248	103	0.0825320512820513	0.1	NA	NA
"gst-22"	"WBGene00001770"	"F21H7.1"	"V"	"-"	0.775736874754471	FALSE	22189	19	1184	154	0.130067567567568	0.1	NA	NA
"gst-25"	"WBGene00001773"	"F37F2.3"	"I"	"-"	0.0963414071012021	FALSE	21545	11	1934	112	0.0579110651499483	0.1	NA	NA
"gst-26"	"WBGene00001774"	"Y53F4B.29.1"	"II"	"-"	0.99245779666651	FALSE	1557	2	679	0	0	0.1	11.1999	"Spermatogenic"
"gst-31"	"WBGene00001779"	"Y53F4B.35"	"II"	"-"	0.993140905012042	FALSE	1246	2	677	0	0	0.1	NA	NA
"gst-35"	"WBGene00001783"	"Y1H11.2"	"II"	"-"	0.993794005676	FALSE	33147	23	1470	300	0.204081632653061	0.1	NA	NA
"gst-36"	"WBGene00001784"	"R07B1.4"	"X"	"-"	0.556596578960527	FALSE	7922	7	1191	0	0	0.1	7.03713	"Gender Neutral"
"gst-37"	"WBGene00001785"	"Y32G9A.1"	"V"	"+"	0.0918554992358123	FALSE	6796	9	761	50	0.0657030223390276	0.1	NA	NA
"gst-41"	"WBGene00001789"	"R13D7.7"	"V"	"-"	0.353604466220421	FALSE	4279	6	773	0	0	0.1	NA	NA
"gst-42"	"WBGene00001790"	"D1053.1"	"X"	"-"	0.66183881069197	FALSE	14504	11	1303	0	0	0.1	2.1014	"Gender Neutral"
"ham-2"	"WBGene00001821"	"C07A12.1a"	"X"	"+"	0.25718459939651	FALSE	31563	8	4118	83	0.0201554152501214	0.1	NA	NA
"hil-8"	"WBGene00001859"	"T05E8.2"	"I"	"-"	0.362685515823125	FALSE	69751	19	3678	395	0.107395323545405	0.1	NA	NA
"his-29"	"WBGene00001903"	"F35H10.11"	"IV"	"-"	0.476238106591759	FALSE	340	1	369	0	0	0.1	NA	NA
"his-70"	"WBGene00001944"	"E03A3.4"	"III"	"-"	0.294542630149695	FALSE	722	2	405	0	0	0.1	610.607	"Spermatogenic"
"hlh-6"	"WBGene00001952"	"T15H9.3"	"II"	"-"	0.62922132324255	FALSE	10950	8	1299	0	0	0.1	NA	NA
"hlh-8"	"WBGene00001953"	"C02B8.4"	"X"	"+"	0.458174703658943	FALSE	54407	16	3469	154	0.0443931968867109	0.1	NA	NA
"hlh-12"	"WBGene00001956"	"C28C12.8"	"IV"	"-"	0.484685856938467	FALSE	7101	9	807	0	0	0.1	NA	NA
"hlh-15"	"WBGene00001959"	"C43H6.8"	"X"	"-"	0.136189197978073	FALSE	1732	5	320	0	0	0.1	NA	NA
"hlh-26"	"WBGene00001965"	"C17C3.8"	"II"	"-"	0.362140522209578	FALSE	8608	12	744	84	0.112903225806452	0.1	NA	NA
"hot-5"	"WBGene00001990"	"K07A12.6"	"I"	"-"	0.57622839814724	FALSE	76479	20	3871	391	0.101007491604237	0.1	NA	NA
"hot-7"	"WBGene00001992"	"Y48B6A.9"	"II"	"+"	0.930107430117934	FALSE	47617	29	1664	364	0.21875	0.1	NA	NA
"hsp-12.6"	"WBGene00002013"	"F38E11.2"	"IV"	"-"	0.540000848299135	FALSE	4741	9	500	51	0.102	0.1	0.718735	"Oogenic"
"hsp-16.1"	"WBGene00002015"	"T27E4.8"	"V"	"-"	0.434307939427017	FALSE	5058	10	490	41	0.0836734693877551	0.1	103.672	"Gender Neutral"
"hsp-16.11"	"WBGene00002017"	"T27E4.2"	"V"	"+"	0.43444189927634	FALSE	5058	10	490	41	0.0836734693877551	0.1	119.071	"Gender Neutral"
"hsp-17"	"WBGene00002021"	"F52E1.7a"	"V"	"-"	0.400750160818727	FALSE	9679	9	1021	0	0	0.1	7.68336	"Gender Neutral"
"hsp-43"	"WBGene00002024"	"C14F11.5a"	"X"	"-"	0.351846346130599	FALSE	20712	9	2190	114	0.0520547945205479	0.1	2.69683	"Gender Neutral"
"hsp-70"	"WBGene00002026"	"C12C8.1"	"I"	"-"	0.618442648347307	FALSE	9840	5	2070	0	0	0.1	19.4532	"Gender Neutral"
"hum-4"	"WBGene00002037"	"F46C3.3a"	"X"	"-"	0.644902923662146	FALSE	105321	8	12782	194	0.0151775934908465	0.1	0.453491	"Oogenic"
"ifa-1"	"WBGene00002050"	"F38B2.1a.1"	"X"	"+"	0.6362305943549	FALSE	29051	7	4096	0	0	0.1	1.09373	"Gender Neutral"
"ifa-3"	"WBGene00002051"	"F52E10.5"	"X"	"-"	0.918150558876484	FALSE	21955	9	2558	93	0.0363565285379202	0.1	NA	NA
"ifa-4"	"WBGene00002052"	"K05B2.3"	"X"	"-"	0.277338201118329	FALSE	31884	9	3365	130	0.0386329866270431	0.1	0.375019	"Gender Neutral"
"ifb-2"	"WBGene00002054"	"F10C1.7a"	"II"	"+"	0.376464886987537	FALSE	22934	6	3779	31	0.00820322836729293	0.1	13.1884	"Gender Neutral"
"ifc-2"	"WBGene00002056"	"M6.1b"	"X"	"-"	0.0366010566545113	FALSE	78965	10	7879	271	0.0343952278207894	0.1	10.5479	"Gender Neutral"
"ifd-2"	"WBGene00002058"	"F25E2.4"	"X"	"-"	0.0459897944245204	FALSE	17194	9	1895	42	0.0221635883905013	0.1	1.60414	"Gender Neutral"
"ins-1"	"WBGene00002084"	"F13B12.5"	"IV"	"+"	0.596642335991737	FALSE	11624	9	1239	53	0.0427764326069411	0.1	NA	NA
"ins-7"	"WBGene00002090"	"ZK1251.2b"	"IV"	"-"	0.553479143988432	FALSE	6913	9	764	0	0	0.1	14.7998	"Spermatogenic"
"ins-10"	"WBGene00002093"	"T08G5.12"	"V"	"+"	0.670715315964592	FALSE	2888	9	314	0	0	0.1	NA	NA
"ins-12"	"WBGene00002095"	"C17C3.19"	"II"	"+"	0.363558376983002	FALSE	9986	15	678	83	0.122418879056047	0.1	NA	NA
"ins-16"	"WBGene00002099"	"Y39A3A.5"	"III"	"-"	0.149509921102314	FALSE	3009	11	285	0	0	0.1	NA	NA
"ins-18"	"WBGene00002101"	"T28B8.2"	"I"	"+"	0.540627313412021	FALSE	35870	17	2081	215	0.103315713599231	0.1	NA	NA
"ins-25"	"WBGene00002108"	"ZC334.8"	"I"	"+"	0.930225304021899	FALSE	6945	9	792	0	0	0.1	NA	NA
"ins-28"	"WBGene00002111"	"ZC334.9"	"I"	"-"	0.929712281374063	FALSE	5207	6	830	32	0.0385542168674699	0.1	NA	NA
"ins-30"	"WBGene00002113"	"ZC334.2"	"I"	"-"	0.931203082395318	FALSE	1780	2	792	0	0	0.1	NA	NA
"ins-32"	"WBGene00002115"	"Y8A9A.6"	"II"	"-"	0.248906126743939	FALSE	510	1	343	0	0	0.1	NA	NA
"inx-16"	"WBGene00002138"	"R12E2.5"	"I"	"+"	0.276234415755279	FALSE	30586	13	2362	120	0.0508044030482642	0.1	2.29619	"Gender Neutral"
"inx-17"	"WBGene00002139"	"R12E2.4a"	"I"	"+"	0.27640505839999	FALSE	21267	12	1828	119	0.0650984682713348	0.1	1.25643	"Gender Neutral"
"inx-20"	"WBGene00002142"	"T23H4.1b"	"I"	"+"	0.65529618507535	FALSE	51801	12	4422	206	0.0465852555404794	0.1	NA	NA
"irk-1"	"WBGene00002149"	"R03E9.4"	"X"	"-"	0.382063584834806	FALSE	77177	12	6362	158	0.0248349575605156	0.1	NA	NA
"irk-2"	"WBGene00002150"	"M02A10.2b"	"X"	"-"	0.0398720476651484	FALSE	109984	16	6870	541	0.0787481804949054	0.1	NA	NA
"itx-1"	"WBGene00002174"	"W03D8.6a"	"I"	"+"	0.18638688349871	FALSE	153399	12	12822	730	0.0569333957260958	0.1	0.382003	"Gender Neutral"
"jph-1"	"WBGene00002179"	"T22C1.7"	"I"	"-"	0.527380481480297	FALSE	49114	11	4601	175	0.0380352097370137	0.1	1.73941	"Spermatogenic"
"kel-10"	"WBGene00002186"	"T16H12.6"	"III"	"-"	0.73274625047184	FALSE	10121	4	2825	0	0	0.1	252.752	"Spermatogenic"
"klp-4"	"WBGene00002217"	"F56E3.3a"	"X"	"-"	0.179190354593406	FALSE	60200	9	6961	167	0.0239908059186898	0.1	2.2971	"Spermatogenic"
"klp-11"	"WBGene00002222"	"F20C5.2b"	"IV"	"-"	0.500665034510169	FALSE	81670	12	6717	275	0.0409408962334375	0.1	NA	NA
"klp-17"	"WBGene00002227"	"W02B12.7"	"II"	"-"	0.750472809146367	FALSE	11588	7	1610	31	0.0192546583850932	0.1	112.697	"Spermatogenic"
"kqt-1"	"WBGene00002233"	"C25B8.1b"	"X"	"+"	0.373808915904798	FALSE	103865	12	8683	469	0.0540135897731199	0.1	NA	NA
"lbp-7"	"WBGene00002259"	"T22G5.2"	"V"	"+"	0.663341741468483	FALSE	2272	4	559	0	0	0.1	8.23464	"Gender Neutral"
"lec-11"	"WBGene00002274"	"F38A5.3a"	"IV"	"-"	0.376658391939238	FALSE	17005	9	1902	102	0.0536277602523659	0.1	4.58139	"Gender Neutral"
"myo-1"	"WBGene00002348"	"R06C7.10.1"	"I"	"-"	0.481872337274789	FALSE	40970	5	7472	159	0.021279443254818	0.1	0.17752	"Gender Neutral"
"let-805"	"WBGene00002915"	"H19M22.2a"	"III"	"+"	0.193676403192414	FALSE	308236	14	22628	1322	0.0584231925048612	0.1	1.19337	"Spermatogenic"
"lev-10"	"WBGene00002977"	"Y105E8A.7a"	"I"	"+"	0.955073181942611	FALSE	324250	33	9784	2048	0.209321340964841	0.1	NA	NA
"lgx-1"	"WBGene00002983"	"C54G7.3a"	"X"	"-"	0.312200158451899	FALSE	99574	8	13120	318	0.0242378048780488	0.1	NA	NA
"lin-1"	"WBGene00002990"	"C37F5.1a"	"IV"	"-"	0.130795493656649	FALSE	555875	23	24013	3920	0.163244909007621	0.1	1.15006	"Gender Neutral"
"lin-11"	"WBGene00003000"	"ZC247.3"	"I"	"+"	0.680169407276887	FALSE	100882	15	6732	505	0.0750148544266191	0.1	1.7331	"Spermatogenic"
"lin-14"	"WBGene00003003"	"T25C12.1a"	"X"	"+"	0.647690110391467	FALSE	121300	8	15768	105	0.00665905631659056	0.1	0.904392	"Gender Neutral"
"lin-32"	"WBGene00003018"	"T14F9.5"	"X"	"-"	0.125832174404093	FALSE	6503	7	878	0	0	0.1	NA	NA
"lrx-1"	"WBGene00003075"	"T04H1.6"	"V"	"+"	0.585639222182183	FALSE	29452	11	2617	146	0.0557890714558655	0.1	NA	NA
"lys-2"	"WBGene00003091"	"Y22F5A.5"	"V"	"-"	0.491340162434083	FALSE	4986	5	1077	0	0	0.1	13.584	"Gender Neutral"
"mab-21"	"WBGene00003112"	"F35G12.6"	"III"	"+"	0.333862481038431	FALSE	17439	8	2149	53	0.024662633783155	0.1	NA	NA
"max-1"	"WBGene00003143"	"C34B4.1b"	"V"	"-"	0.626290898854818	FALSE	161685	14	11214	709	0.0632245407526306	0.1	NA	NA
"mec-1"	"WBGene00003165"	"T07H8.4a.1"	"V"	"+"	0.332700230068753	FALSE	91016	9	9811	216	0.022016104372643	0.1	NA	NA
"mec-3"	"WBGene00003167"	"F01D4.6a"	"IV"	"-"	0.597943108967168	FALSE	39796	15	2677	156	0.058274187523347	0.1	NA	NA
"mec-4"	"WBGene00003168"	"T01C8.7.1"	"X"	"-"	0.948433687519266	FALSE	39711	11	3723	244	0.0655385441847972	0.1	NA	NA
"mec-17"	"WBGene00003178"	"F57H12.7a"	"IV"	"-"	0.456476538098092	FALSE	23441	7	3139	0	0	0.1	0.381541	"Gender Neutral"
"mgl-2"	"WBGene00003233"	"F45H11.4"	"I"	"-"	0.689192402501149	FALSE	82457	12	7098	235	0.0331079177233023	0.1	NA	NA
"mif-4"	"WBGene00003237"	"Y73B6BL.13"	"IV"	"-"	0.362164223738554	FALSE	18732	25	739	128	0.173207036535859	0.1	NA	NA
"mls-2"	"WBGene00003377"	"C39E6.4"	"X"	"-"	0.268650803191297	FALSE	25254	10	2540	153	0.0602362204724409	0.1	NA	NA
"mpz-1"	"WBGene00003404"	"C52A11.4d"	"II"	"-"	0.704009268414032	FALSE	749786	21	35787	5168	0.144409981278118	0.1	0.401433	"Gender Neutral"
"mrp-3"	"WBGene00003409"	"E03G2.2"	"X"	"-"	0.899299687306387	FALSE	120192	13	9314	574	0.0616276572901009	0.1	NA	NA
"mrp-6"	"WBGene00003412"	"F20B6.3"	"X"	"-"	0.236041378768552	FALSE	77204	9	8518	51	0.00598732096736323	0.1	3.32779	"Spermatogenic"
"msp-32"	"WBGene00003430"	"R05F9.3"	"II"	"+"	0.32062091881623	FALSE	1941	3	573	0	0	0.1	NA	NA
"msp-63"	"WBGene00003456"	"K05F1.7"	"II"	"-"	0.379416994924088	FALSE	200	1	384	0	0	0.1	358.97	"Spermatogenic"
"msp-74"	"WBGene00003462"	"F09C12.7"	"II"	"-"	0.334778294282224	FALSE	150	1	234	0	0	0.1	186.202	"Spermatogenic"
"mtd-1"	"WBGene00003471"	"ZK337.5"	"I"	"+"	0.995441910709312	FALSE	43034	12	3640	92	0.0252747252747253	0.1	NA	NA
"klf-3"	"WBGene00003480"	"F54H5.4b"	"II"	"+"	0.433275220311031	FALSE	43989	12	3645	130	0.0356652949245542	0.1	NA	NA
"mxl-3"	"WBGene00003511"	"F46G10.6"	"X"	"-"	0.753443518241665	FALSE	3629	4	866	0	0	0.1	6.29846	"Spermatogenic"
"nac-3"	"WBGene00003519"	"K08E5.2a"	"III"	"+"	0.736760310164083	FALSE	71921	16	4602	376	0.0817036071273359	0.1	13.6424	"Spermatogenic"
"nas-1"	"WBGene00003520"	"F45G2.1"	"III"	"+"	0.972710139967923	FALSE	58932	22	2626	412	0.156892612338157	0.1	NA	NA
"nas-4"	"WBGene00003523"	"C05D11.6b"	"III"	"-"	0.465277066899036	FALSE	35637	11	3138	91	0.0289993626513703	0.1	NA	NA
"nas-8"	"WBGene00003527"	"C34D4.9"	"IV"	"+"	0.406853811135344	FALSE	62631	15	4139	280	0.067649190625755	0.1	0.807354	"Spermatogenic"
"nas-12"	"WBGene00003531"	"C24F3.3"	"IV"	"+"	0.584502369378368	FALSE	20401	9	2262	63	0.0278514588859416	0.1	NA	NA
"nas-13"	"WBGene00003532"	"F39D8.4"	"X"	"-"	0.870632230750572	FALSE	28427	10	2817	59	0.0209442669506567	0.1	NA	NA
"nas-15"	"WBGene00003534"	"T04G9.2"	"X"	"+"	0.0439708815571494	FALSE	12348	5	2502	54	0.0215827338129496	0.1	NA	NA
"nas-20"	"WBGene00003539"	"T11F9.3"	"V"	"-"	0.548243969417201	FALSE	9676	7	1330	0	0	0.1	NA	NA
"nas-27"	"WBGene00003545"	"T23F4.4"	"II"	"-"	0.0770773643844227	FALSE	89128	29	3067	682	0.222367134007173	0.1	NA	NA
"nas-32"	"WBGene00003550"	"T02B11.7"	"V"	"-"	0.0428705449867092	FALSE	26725	6	4203	117	0.0278372591006424	0.1	NA	NA
"nas-36"	"WBGene00003552"	"C26C6.3"	"I"	"+"	0.499554551043315	FALSE	71352	17	4082	255	0.062469377756002	0.1	0.572899	"Gender Neutral"
"ncr-2"	"WBGene00003562"	"F09G8.4"	"III"	"+"	0.599404366038076	FALSE	48320	7	7344	20	0.00272331154684096	0.1	42.7082	"Spermatogenic"
"nex-3"	"WBGene00003590"	"C28A5.3"	"III"	"+"	0.322346499343686	FALSE	18307	9	2027	31	0.0152935372471633	0.1	NA	NA
"nex-4"	"WBGene00003591"	"C37H5.1"	"V"	"+"	0.232089979153305	FALSE	8072	5	1579	0	0	0.1	0.0811684	"Spermatogenic"
"nhr-5"	"WBGene00003604"	"Y73F8A.21a"	"IV"	"+"	0.880524583840393	FALSE	140977	21	6828	1016	0.14879906268307	0.1	NA	NA
"nhr-8"	"WBGene00003607"	"F33D4.1a"	"IV"	"+"	0.440888870012391	FALSE	33066	11	3021	175	0.0579278384640847	0.1	NA	NA
"nhr-14"	"WBGene00003613"	"T01B10.4a.1"	"X"	"-"	0.478306605439535	FALSE	4416	2	1920	0	0	0.1	NA	NA
"nhr-15"	"WBGene00003614"	"F33E11.1"	"V"	"+"	0.0153889184665779	FALSE	44542	14	3272	103	0.031479217603912	0.1	2.30654	"Spermatogenic"
"nhr-18"	"WBGene00003617"	"F44C8.3"	"V"	"+"	0.106484268439671	FALSE	15760	9	1767	59	0.0333899264289757	0.1	NA	NA
"nhr-43"	"WBGene00003633"	"C29E6.5a"	"IV"	"+"	0.680314012444045	FALSE	24387	8	2931	82	0.0279767997270556	0.1	NA	NA
"nhr-44"	"WBGene00003634"	"T19A5.4"	"V"	"-"	0.428356117181175	FALSE	18100	8	2140	0	0	0.1	NA	NA
"nhr-50"	"WBGene00003640"	"C06C6.5a"	"V"	"-"	0.764628100121486	FALSE	20254	11	1792	151	0.0842633928571429	0.1	0.905824	"Gender Neutral"
"nhr-59"	"WBGene00003649"	"T27B7.1"	"V"	"-"	0.108827586075058	FALSE	34431	17	2059	151	0.0733365711510442	0.1	NA	NA
"nhr-63"	"WBGene00003653"	"C06C6.4"	"V"	"+"	0.764840557670599	FALSE	18147	9	2086	0	0	0.1	NA	NA
"nhr-79"	"WBGene00003669"	"T26H2.9a"	"V"	"-"	0.918066371059702	FALSE	128856	31	4139	897	0.216719014254651	0.1	NA	NA
"nhr-80"	"WBGene00003670"	"H10E21.3a"	"III"	"-"	0.000978213484074531	FALSE	51045	20	2565	320	0.124756335282651	0.1	1.93278	"Spermatogenic"
"nhr-85"	"WBGene00003675"	"W05B5.3a"	"I"	"-"	0.866423200128128	FALSE	163403	27	5951	855	0.143673332213073	0.1	NA	NA
"nhr-98"	"WBGene00003688"	"M02H5.6"	"V"	"+"	0.0217728006545537	FALSE	40475	18	2289	302	0.131935342944517	0.1	NA	NA
"nhr-107"	"WBGene00003697"	"C33G8.11.1"	"V"	"-"	0.334357379835195	FALSE	21118	12	1810	32	0.0176795580110497	0.1	1.14206	"Spermatogenic"
"nhr-109"	"WBGene00003699"	"T12C9.5c"	"II"	"+"	0.290219374150369	FALSE	17454	10	1745	0	0	0.1	NA	NA
"nhr-120"	"WBGene00003710"	"C25B8.6"	"X"	"-"	0.374660603324961	FALSE	31439	8	3812	117	0.0306925498426023	0.1	NA	NA
"nhr-131"	"WBGene00003721"	"T01G6.2"	"V"	"+"	0.02370157396849	FALSE	71423	28	2578	494	0.191621411947246	0.1	1.44138	"Spermatogenic"
"nhr-136"	"WBGene00003726"	"C13C4.3"	"V"	"+"	0.57866733606765	FALSE	15127	8	1884	22	0.0116772823779193	0.1	NA	NA
"nid-1"	"WBGene00003738"	"F54F3.1a"	"V"	"+"	0.617164782562566	FALSE	48111	7	6844	62	0.00905902980713033	0.1	5.747	"Gender Neutral"
"nlp-1"	"WBGene00003739"	"C01C4.1"	"X"	"+"	0.210396647835971	FALSE	2971	4	694	0	0	0.1	NA	NA
"nlp-3"	"WBGene00003741"	"F48C11.3"	"X"	"-"	0.743732554686392	FALSE	1694	5	346	0	0	0.1	NA	NA
"nlp-6"	"WBGene00003744"	"T23E7.4b"	"X"	"+"	0.996894030128887	FALSE	12513	7	1697	0	0	0.1	NA	NA
"nlp-8"	"WBGene00003746"	"D2005.2"	"I"	"-"	0.517576723175567	FALSE	16299	16	1045	184	0.176076555023923	0.1	NA	NA
"nlp-14"	"WBGene00003752"	"D1009.4a"	"X"	"-"	0.50332742778886	FALSE	12279	7	1652	0	0	0.1	NA	NA
"nlp-16"	"WBGene00003754"	"T13A10.5a"	"IV"	"-"	0.357696248202723	FALSE	73858	16	4486	414	0.0922871154703522	0.1	NA	NA
"nlp-17"	"WBGene00003755"	"Y45F10A.5"	"IV"	"-"	0.772015806259453	FALSE	1830	6	311	0	0	0.1	NA	NA
"nlp-20"	"WBGene00003758"	"F45E4.8.1"	"IV"	"-"	0.436871996405132	FALSE	15737	19	841	63	0.074910820451843	0.1	NA	NA
"nlp-21"	"WBGene00003759"	"Y47D3B.2a"	"III"	"-"	0.826403943295467	FALSE	77194	17	4455	396	0.0888888888888889	0.1	NA	NA
"nlp-25"	"WBGene00003763"	"Y43F8C.1"	"V"	"+"	0.937095766715828	FALSE	10941	13	836	0	0	0.1	NA	NA
"nlp-26"	"WBGene00003764"	"Y43F8C.2"	"V"	"+"	0.937385574966379	FALSE	13887	15	957	0	0	0.1	11.6745	"Gender Neutral"
"nlp-32"	"WBGene00003770"	"F30H5.2"	"III"	"-"	0.0352830833817174	FALSE	460	1	365	0	0	0.1	NA	NA
"nrf-5"	"WBGene00003812"	"F55B12.5.1"	"V"	"+"	0.660941241186034	FALSE	25664	10	2557	114	0.0445834962847086	0.1	7.09597	"Spermatogenic"
"odd-2"	"WBGene00003846"	"C34H3.2"	"X"	"-"	0.347646970118193	FALSE	2047	2	841	0	0	0.1	NA	NA
"odr-2"	"WBGene00003849"	"T01C4.2c"	"V"	"+"	0.339757758726985	FALSE	268355	25	10549	1527	0.144753057161816	0.1	NA	NA
"pept-3"	"WBGene00003878"	"F56F4.5"	"I"	"+"	0.407076421764395	FALSE	36235	8	4398	125	0.0284220100045475	0.1	NA	NA
"osm-3"	"WBGene00003884"	"M02B7.3b"	"IV"	"-"	0.217114646541932	FALSE	92488	23	4062	471	0.115952732644018	0.1	2.18892	"Spermatogenic"
"osm-12"	"WBGene00003892"	"Y75B8A.12"	"III"	"-"	0.884861367339822	FALSE	267082	23	11395	1458	0.127950855638438	0.1	NA	NA
"pat-2"	"WBGene00003929"	"F54F2.1"	"III"	"+"	0.640032890782448	FALSE	82097	14	6077	351	0.0577587625473095	0.1	2.70521	"Gender Neutral"
"pax-3"	"WBGene00003939"	"F27E5.2"	"II"	"+"	0.664269051818128	FALSE	43528	8	5598	51	0.00911039657020364	0.1	NA	NA
"pes-10"	"WBGene00003983"	"Y46G5A.27"	"II"	"-"	0.840805387848139	FALSE	10138	7	1414	53	0.0374823196605375	0.1	NA	NA
"pgp-2"	"WBGene00003996"	"C34G6.4"	"I"	"+"	0.390865735421366	FALSE	138801	15	9012	532	0.0590324012427874	0.1	3.55235	"Spermatogenic"
"phg-1"	"WBGene00004017"	"F27E5.4"	"II"	"+"	0.663535385274089	FALSE	13018	9	1385	0	0	0.1	NA	NA
"pho-1"	"WBGene00004020"	"EGAP2.3.1"	"II"	"-"	0.342585101883115	FALSE	26425	10	2530	31	0.0122529644268775	0.1	4.90696	"Gender Neutral"
"plx-2"	"WBGene00004048"	"K04B12.1"	"II"	"-"	0.943843978119328	FALSE	41251	6	6857	71	0.0103543823829663	0.1	0.345	"Spermatogenic"
"pmp-2"	"WBGene00004059"	"C44B7.9"	"II"	"-"	0.450665408067492	FALSE	53006	15	3590	270	0.0752089136490251	0.1	1.20736	"Gender Neutral"
"pmp-5"	"WBGene00004062"	"T10H9.5a"	"V"	"-"	0.318483304961055	FALSE	38171	11	3550	92	0.0259154929577465	0.1	10.6523	"Gender Neutral"
"ppt-1"	"WBGene00004092"	"F44C4.5"	"V"	"-"	0.31664423647665	FALSE	28180	18	1529	159	0.103989535644212	0.1	NA	NA
"pqm-1"	"WBGene00004096"	"F40F8.7.1"	"II"	"-"	0.72983757041579	FALSE	11597	6	2006	21	0.010468594217348	0.1	1.68122	"Gender Neutral"
"pqn-18"	"WBGene00004108"	"C34E7.1a.1"	"X"	"+"	0.728978203100388	FALSE	47994	8	6216	52	0.00836550836550837	0.1	1.07913	"Gender Neutral"
"pqn-24"	"WBGene00004113"	"D1007.14"	"I"	"+"	0.302871354420925	FALSE	34379	19	1785	185	0.103641456582633	0.1	NA	NA
"pqn-26"	"WBGene00004115"	"DY3.5"	"I"	"-"	0.582153652157309	FALSE	88744	15	6078	501	0.0824284304047384	0.1	NA	NA
"pqn-29"	"WBGene00004118"	"F10F2.9"	"III"	"-"	0.337002289861846	FALSE	22033	9	2335	80	0.0342612419700214	0.1	NA	NA
"abu-12"	"WBGene00004127"	"F52D1.3"	"X"	"-"	0.0256249216234242	FALSE	89584	13	6768	349	0.0515661938534279	0.1	NA	NA
"ketn-1"	"WBGene00004130"	"F54E2.3e"	"V"	"-"	0.133561816998324	FALSE	258145	10	25283	1769	0.0699679626626587	0.1	1.22175	"Gender Neutral"
"pqn-74"	"WBGene00004156"	"W02A2.3a"	"IV"	"-"	0.762009391997601	FALSE	4742	3	1591	40	0.0251414204902577	0.1	NA	NA
"T19D2.2.1"	"WBGene00004184"	"T19D2.2.1"	"X"	"-"	0.222458372514567	FALSE	940	1	672	0	0	0.1	3.64884	"Spermatogenic"
